,NAME_2018,REDFIN_DATA,APARTMENT_LIST_DATA,cbsatitle,cbsa_state
10100,"Aberdeen, SD Micro Area",,,"Aberdeen, SD",4610100
10140,"Aberdeen, WA Micro Area",,,"Aberdeen, WA",5310140
10180,"Abilene, TX Metro Area","Abilene, TX metro area","Abilene, TX","Abilene, TX",4810180
10220,"Ada, OK Micro Area",,,"Ada, OK",4010220
10260,"Adjuntas, PR Micro Area",,,"Adjuntas, PR",7210260
10300,"Adrian, MI Micro Area",,,"Adrian, MI",2610300
10380,"Aguadilla-Isabela, PR Metro Area",,,"Aguadilla-Isabela, PR",7210380
10420,"Akron, OH Metro Area","Akron, OH metro area","Akron, OH","Akron, OH",3910420
10460,"Alamogordo, NM Micro Area",,,"Alamogordo, NM",3510460
10500,"Albany, GA Metro Area",,,"Albany, GA",1310500
10540,"Albany, OR Metro Area","Albany, OR metro area",,"Albany, OR",4110540
10580,"Albany-Schenectady-Troy, NY Metro Area","Albany, NY metro area","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",3610580
10620,"Albemarle, NC Micro Area",,,"Albemarle, NC",3710620
10660,"Albert Lea, MN Micro Area",,,"Albert Lea, MN",2710660
10700,"Albertville, AL Micro Area",,,"Albertville, AL",0110700
10740,"Albuquerque, NM Metro Area",,"Albuquerque, NM","Albuquerque, NM",3510740
10760,"Alexander City, AL Micro Area",,,,
10780,"Alexandria, LA Metro Area",,,"Alexandria, LA",2210780
10820,"Alexandria, MN Micro Area",,,"Alexandria, MN",2710820
10860,"Alice, TX Micro Area",,,"Alice, TX",4810860
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area","Allentown, PA metro area","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ",3410900
10940,"Alma, MI Micro Area",,,"Alma, MI",2610940
10980,"Alpena, MI Micro Area",,,"Alpena, MI",2610980
11020,"Altoona, PA Metro Area",,,"Altoona, PA",4211020
11060,"Altus, OK Micro Area",,,"Altus, OK",4011060
11100,"Amarillo, TX Metro Area",,"Amarillo, TX","Amarillo, TX",4811100
11140,"Americus, GA Micro Area",,,"Americus, GA",1311140
11180,"Ames, IA Metro Area",,,"Ames, IA",1911180
11220,"Amsterdam, NY Micro Area",,,"Amsterdam, NY",3611220
11260,"Anchorage, AK Metro Area",,"Anchorage, AK","Anchorage, AK",0211260
11380,"Andrews, TX Micro Area",,,"Andrews, TX",4811380
11420,"Angola, IN Micro Area",,,"Angola, IN",1811420
11460,"Ann Arbor, MI Metro Area","Ann Arbor, MI metro area","Ann Arbor, MI","Ann Arbor, MI",2611460
11500,"Anniston-Oxford-Jacksonville, AL Metro Area","Anniston, AL metro area",,"Anniston-Oxford-Jacksonville, AL",0111500
11540,"Appleton, WI Metro Area","Appleton, WI metro area","Appleton, WI","Appleton, WI",5511540
11580,"Arcadia, FL Micro Area",,,"Arcadia, FL",1211580
11620,"Ardmore, OK Micro Area",,,"Ardmore, OK",4011620
11640,"Arecibo, PR Metro Area",,,"Arecibo, PR",7211640
11660,"Arkadelphia, AR Micro Area",,,"Arkadelphia, AR",0511660
11680,"Arkansas City-Winfield, KS Micro Area",,,"Arkansas City-Winfield, KS",2011680
11700,"Asheville, NC Metro Area","Asheville, NC metro area","Asheville, NC","Asheville, NC",3711700
11740,"Ashland, OH Micro Area",,,"Ashland, OH",3911740
11780,"Ashtabula, OH Micro Area",,,"Ashtabula, OH",3911780
11820,"Astoria, OR Micro Area",,,"Astoria, OR",4111820
11860,"Atchison, KS Micro Area",,,"Atchison, KS",2011860
11900,"Athens, OH Micro Area",,,"Athens, OH",3911900
11940,"Athens, TN Micro Area",,,"Athens, TN",4711940
11980,"Athens, TX Micro Area",,,"Athens, TX",4811980
12020,"Athens-Clarke County, GA Metro Area",,"Athens-Clarke County, GA","Athens-Clarke County, GA",1312020
12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area","Atlanta, GA metro area","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA",1312060
12100,"Atlantic City-Hammonton, NJ Metro Area","Atlantic City, NJ metro area","Atlantic City-Hammonton, NJ","Atlantic City-Hammonton, NJ",3412100
12120,"Atmore, AL Micro Area",,,,
12140,"Auburn, IN Micro Area",,,"Auburn, IN",1812140
12180,"Auburn, NY Micro Area",,,"Auburn, NY",3612180
12220,"Auburn-Opelika, AL Metro Area",,,"Auburn-Opelika, AL",0112220
12260,"Augusta-Richmond County, GA-SC Metro Area",,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC",1312260
12300,"Augusta-Waterville, ME Micro Area",,,"Augusta-Waterville, ME",2312300
12380,"Austin, MN Micro Area",,,"Austin, MN",2712380
12420,"Austin-Round Rock, TX Metro Area","Austin, TX metro area","Austin-Round Rock, TX","Austin-Round Rock, TX",4812420
12460,"Bainbridge, GA Micro Area",,,"Bainbridge, GA",1312460
12540,"Bakersfield, CA Metro Area","Bakersfield, CA metro area","Bakersfield, CA","Bakersfield, CA",0612540
12580,"Baltimore-Columbia-Towson, MD Metro Area","Baltimore, MD metro area","Baltimore-Columbia-Towson, MD","Baltimore-Columbia-Towson, MD",2412580
12620,"Bangor, ME Metro Area","Bangor, ME metro area",,"Bangor, ME",2312620
12660,"Baraboo, WI Micro Area",,,"Baraboo, WI",5512660
12680,"Bardstown, KY Micro Area",,,"Bardstown, KY",2112680
12700,"Barnstable Town, MA Metro Area","Barnstable Town, MA metro area","Barnstable Town, MA","Barnstable Town, MA",2512700
12740,"Barre, VT Micro Area",,,"Barre, VT",5012740
12780,"Bartlesville, OK Micro Area",,,"Bartlesville, OK",4012780
12820,"Bastrop, LA Micro Area",,,"Bastrop, LA",2212820
12860,"Batavia, NY Micro Area",,,"Batavia, NY",3612860
12900,"Batesville, AR Micro Area",,,"Batesville, AR",0512900
12940,"Baton Rouge, LA Metro Area","Baton Rouge, LA metro area","Baton Rouge, LA","Baton Rouge, LA",2212940
12980,"Battle Creek, MI Metro Area","Battle Creek, MI metro area",,"Battle Creek, MI",2612980
13020,"Bay City, MI Metro Area",,,"Bay City, MI",2613020
13060,"Bay City, TX Micro Area",,,"Bay City, TX",4813060
13100,"Beatrice, NE Micro Area",,,"Beatrice, NE",3113100
13140,"Beaumont-Port Arthur, TX Metro Area",,"Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX",4813140
13180,"Beaver Dam, WI Micro Area",,,"Beaver Dam, WI",5513180
13220,"Beckley, WV Metro Area",,,"Beckley, WV",5413220
13260,"Bedford, IN Micro Area",,,"Bedford, IN",1813260
13300,"Beeville, TX Micro Area",,,"Beeville, TX",4813300
13340,"Bellefontaine, OH Micro Area",,,"Bellefontaine, OH",3913340
13380,"Bellingham, WA Metro Area","Bellingham, WA metro area","Bellingham, WA","Bellingham, WA",5313380
13420,"Bemidji, MN Micro Area",,,"Bemidji, MN",2713420
13460,"Bend-Redmond, OR Metro Area","Bend, OR metro area","Bend-Redmond, OR","Bend-Redmond, OR",4113460
13500,"Bennettsville, SC Micro Area",,,"Bennettsville, SC",4513500
13540,"Bennington, VT Micro Area",,,"Bennington, VT",5013540
13620,"Berlin, NH-VT Micro Area",,,"Berlin, NH-VT",3313620
13660,"Big Rapids, MI Micro Area",,,"Big Rapids, MI",2613660
13700,"Big Spring, TX Micro Area",,,"Big Spring, TX",4813700
13720,"Big Stone Gap, VA Micro Area",,,"Big Stone Gap, VA",5113720
13740,"Billings, MT Metro Area",,,"Billings, MT",3013740
13780,"Binghamton, NY Metro Area",,"Binghamton, NY","Binghamton, NY",3613780
13820,"Birmingham-Hoover, AL Metro Area","Birmingham, AL metro area","Birmingham-Hoover, AL","Birmingham-Hoover, AL",0113820
13900,"Bismarck, ND Metro Area",,,"Bismarck, ND",3813900
13940,"Blackfoot, ID Micro Area",,,"Blackfoot, ID",1613940
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",,"Blacksburg-Christiansburg-Radford, VA","Blacksburg-Christiansburg-Radford, VA",5113980
14010,"Bloomington, IL Metro Area",,"Bloomington, IL","Bloomington, IL",1714010
14020,"Bloomington, IN Metro Area",,,"Bloomington, IN",1814020
14100,"Bloomsburg-Berwick, PA Metro Area",,,"Bloomsburg-Berwick, PA",4214100
14140,"Bluefield, WV-VA Micro Area",,,"Bluefield, WV-VA",5114140
14180,"Blytheville, AR Micro Area",,,"Blytheville, AR",0514180
14220,"Bogalusa, LA Micro Area",,,"Bogalusa, LA",2214220
14260,"Boise City, ID Metro Area",,"Boise City, ID","Boise City, ID",1614260
14300,"Bonham, TX Micro Area",,,,
14340,"Boone, IA Micro Area",,,"Boone, IA",1914340
14380,"Boone, NC Micro Area",,,"Boone, NC",3714380
14420,"Borger, TX Micro Area",,,"Borger, TX",4814420
14460,"Boston-Cambridge-Newton, MA-NH Metro Area","Boston, MA metro area","Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH",2514460
14500,"Boulder, CO Metro Area","Boulder, CO metro area","Boulder, CO","Boulder, CO",0814500
14540,"Bowling Green, KY Metro Area",,,"Bowling Green, KY",2114540
14580,"Bozeman, MT Micro Area",,,"Bozeman, MT",3014580
14620,"Bradford, PA Micro Area",,,"Bradford, PA",4214620
14660,"Brainerd, MN Micro Area",,,"Brainerd, MN",2714660
14700,"Branson, MO Micro Area",,,"Branson, MO",2914700
14720,"Breckenridge, CO Micro Area",,,"Breckenridge, CO",0814720
14740,"Bremerton-Silverdale, WA Metro Area","Bremerton, WA metro area","Bremerton-Silverdale, WA","Bremerton-Silverdale, WA",5314740
14780,"Brenham, TX Micro Area",,,"Brenham, TX",4814780
14820,"Brevard, NC Micro Area",,,"Brevard, NC",3714820
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area","Bridgeport, CT metro area","Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT",0914860
15020,"Brookhaven, MS Micro Area",,,"Brookhaven, MS",2815020
15060,"Brookings, OR Micro Area",,,"Brookings, OR",4115060
15100,"Brookings, SD Micro Area",,,"Brookings, SD",4615100
15140,"Brownsville, TN Micro Area",,,,
15180,"Brownsville-Harlingen, TX Metro Area",,"Brownsville-Harlingen, TX","Brownsville-Harlingen, TX",4815180
15220,"Brownwood, TX Micro Area",,,"Brownwood, TX",4815220
15260,"Brunswick, GA Metro Area",,,"Brunswick, GA",1315260
15340,"Bucyrus, OH Micro Area",,,"Bucyrus, OH",3915340
15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area","Buffalo, NY metro area","Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo-Cheektowaga-Niagara Falls, NY",3615380
15420,"Burley, ID Micro Area",,,"Burley, ID",1615420
15460,"Burlington, IA-IL Micro Area",,,"Burlington, IA-IL",1715460
15500,"Burlington, NC Metro Area",,,"Burlington, NC",3715500
15540,"Burlington-South Burlington, VT Metro Area","Burlington, VT metro area","Burlington-South Burlington, VT","Burlington-South Burlington, VT",5015540
15580,"Butte-Silver Bow, MT Micro Area",,,"Butte-Silver Bow, MT",3015580
15620,"Cadillac, MI Micro Area",,,"Cadillac, MI",2615620
15660,"Calhoun, GA Micro Area",,,"Calhoun, GA",1315660
15680,"California-Lexington Park, MD Metro Area","California, MD metro area",,"California-Lexington Park, MD",2415680
15700,"Cambridge, MD Micro Area",,,"Cambridge, MD",2415700
15740,"Cambridge, OH Micro Area",,,"Cambridge, OH",3915740
15780,"Camden, AR Micro Area",,,"Camden, AR",0515780
15820,"Campbellsville, KY Micro Area",,,"Campbellsville, KY",2115820
15860,"Ca�on City, CO Micro Area",,,"Cañon City, CO",0815860
15900,"Canton, IL Micro Area",,,"Canton, IL",1715900
15940,"Canton-Massillon, OH Metro Area","Canton, OH metro area","Canton-Massillon, OH","Canton-Massillon, OH",3915940
15980,"Cape Coral-Fort Myers, FL Metro Area","Cape Coral, FL metro area","Cape Coral-Fort Myers, FL","Cape Coral-Fort Myers, FL",1215980
16020,"Cape Girardeau, MO-IL Metro Area","Cape Girardeau, MO metro area",,"Cape Girardeau, MO-IL",1716020
16060,"Carbondale-Marion, IL Metro Area",,,"Carbondale-Marion, IL",1716060
16100,"Carlsbad-Artesia, NM Micro Area",,,"Carlsbad-Artesia, NM",3516100
16140,"Carroll, IA Micro Area",,,,
16180,"Carson City, NV Metro Area","Carson City, NV metro area",,"Carson City, NV",3216180
16220,"Casper, WY Metro Area",,,"Casper, WY",5616220
16260,"Cedar City, UT Micro Area",,,"Cedar City, UT",4916260
16300,"Cedar Rapids, IA Metro Area",,"Cedar Rapids, IA","Cedar Rapids, IA",1916300
16340,"Cedartown, GA Micro Area",,,"Cedartown, GA",1316340
16380,"Celina, OH Micro Area",,,"Celina, OH",3916380
16420,"Central City, KY Micro Area",,,,
16460,"Centralia, IL Micro Area",,,"Centralia, IL",1716460
16500,"Centralia, WA Micro Area",,,"Centralia, WA",5316500
16540,"Chambersburg-Waynesboro, PA Metro Area","Chambersburg, PA metro area",,"Chambersburg-Waynesboro, PA",4216540
16580,"Champaign-Urbana, IL Metro Area","Champaign, IL metro area","Champaign-Urbana, IL","Champaign-Urbana, IL",1716580
16620,"Charleston, WV Metro Area",,"Charleston, WV","Charleston, WV",5416620
16660,"Charleston-Mattoon, IL Micro Area",,,"Charleston-Mattoon, IL",1716660
16700,"Charleston-North Charleston, SC Metro Area","Charleston, SC metro area","Charleston-North Charleston, SC","Charleston-North Charleston, SC",4516700
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area","Charlotte, NC metro area","Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC",3716740
16820,"Charlottesville, VA Metro Area",,"Charlottesville, VA","Charlottesville, VA",5116820
16860,"Chattanooga, TN-GA Metro Area",,"Chattanooga, TN-GA","Chattanooga, TN-GA",1316860
16940,"Cheyenne, WY Metro Area",,,"Cheyenne, WY",5616940
16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area","Chicago, IL metro area","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI",1716980
17020,"Chico, CA Metro Area","Chico, CA metro area","Chico, CA","Chico, CA",0617020
17060,"Chillicothe, OH Micro Area",,,"Chillicothe, OH",3917060
17140,"Cincinnati, OH-KY-IN Metro Area","Cincinnati, OH metro area","Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",1817140
17200,"Claremont-Lebanon, NH-VT Micro Area",,"Claremont-Lebanon, NH-VT","Claremont-Lebanon, NH-VT",3317200
17220,"Clarksburg, WV Micro Area",,,"Clarksburg, WV",5417220
17260,"Clarksdale, MS Micro Area",,,"Clarksdale, MS",2817260
17300,"Clarksville, TN-KY Metro Area","Clarksville, TN metro area","Clarksville, TN-KY","Clarksville, TN-KY",2117300
17340,"Clearlake, CA Micro Area",,,"Clearlake, CA",0617340
17380,"Cleveland, MS Micro Area",,,"Cleveland, MS",2817380
17420,"Cleveland, TN Metro Area",,,"Cleveland, TN",4717420
17460,"Cleveland-Elyria, OH Metro Area","Cleveland, OH metro area","Cleveland-Elyria, OH","Cleveland-Elyria, OH",3917460
17500,"Clewiston, FL Micro Area",,,"Clewiston, FL",1217500
17540,"Clinton, IA Micro Area",,,"Clinton, IA",1917540
17580,"Clovis, NM Micro Area",,,"Clovis, NM",3517580
17620,"Coamo, PR Micro Area",,,"Coamo, PR",7217620
17640,"Coco, PR Micro Area",,,"Coco, PR",7217640
17660,"Coeur d'Alene, ID Metro Area","Coeur d'Alene, ID metro area",,"Coeur d'Alene, ID",1617660
17700,"Coffeyville, KS Micro Area",,,"Coffeyville, KS",2017700
17740,"Coldwater, MI Micro Area",,,"Coldwater, MI",2617740
17780,"College Station-Bryan, TX Metro Area",,"College Station-Bryan, TX","College Station-Bryan, TX",4817780
17820,"Colorado Springs, CO Metro Area","Colorado Springs, CO metro area","Colorado Springs, CO","Colorado Springs, CO",0817820
17860,"Columbia, MO Metro Area",,"Columbia, MO","Columbia, MO",2917860
17900,"Columbia, SC Metro Area",,"Columbia, SC","Columbia, SC",4517900
17980,"Columbus, GA-AL Metro Area",,"Columbus, GA-AL","Columbus, GA-AL",0117980
18020,"Columbus, IN Metro Area","Columbus, IN metro area",,"Columbus, IN",1818020
18060,"Columbus, MS Micro Area",,,"Columbus, MS",2818060
18100,"Columbus, NE Micro Area",,,"Columbus, NE",3118100
18140,"Columbus, OH Metro Area","Columbus, OH metro area","Columbus, OH","Columbus, OH",3918140
18180,"Concord, NH Micro Area",,,"Concord, NH",3318180
18220,"Connersville, IN Micro Area",,,"Connersville, IN",1818220
18260,"Cookeville, TN Micro Area",,,"Cookeville, TN",4718260
18300,"Coos Bay, OR Micro Area",,,"Coos Bay, OR",4118300
18380,"Cordele, GA Micro Area",,,"Cordele, GA",1318380
18420,"Corinth, MS Micro Area",,,"Corinth, MS",2818420
18460,"Cornelia, GA Micro Area",,,"Cornelia, GA",1318460
18500,"Corning, NY Micro Area",,,"Corning, NY",3618500
18580,"Corpus Christi, TX Metro Area",,"Corpus Christi, TX","Corpus Christi, TX",4818580
18620,"Corsicana, TX Micro Area",,,"Corsicana, TX",4818620
18660,"Cortland, NY Micro Area",,,"Cortland, NY",3618660
18700,"Corvallis, OR Metro Area","Corvallis, OR metro area",,"Corvallis, OR",4118700
18740,"Coshocton, OH Micro Area",,,"Coshocton, OH",3918740
18780,"Craig, CO Micro Area",,,"Craig, CO",0818780
18820,"Crawfordsville, IN Micro Area",,,"Crawfordsville, IN",1818820
18860,"Crescent City, CA Micro Area",,,"Crescent City, CA",0618860
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area","Crestview, FL metro area","Crestview-Fort Walton Beach-Destin, FL","Crestview-Fort Walton Beach-Destin, FL",1218880
18900,"Crossville, TN Micro Area",,,"Crossville, TN",4718900
18980,"Cullman, AL Micro Area",,,"Cullman, AL",0118980
19000,"Cullowhee, NC Micro Area",,,"Cullowhee, NC",3719000
19060,"Cumberland, MD-WV Metro Area","Cumberland, MD metro area",,"Cumberland, MD-WV",2419060
19100,"Dallas-Fort Worth-Arlington, TX Metro Area","Dallas, TX metro area","Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX",4819100
19140,"Dalton, GA Metro Area",,,"Dalton, GA",1319140
19180,"Danville, IL Metro Area",,,"Danville, IL",1719180
19220,"Danville, KY Micro Area",,,"Danville, KY",2119220
19260,"Danville, VA Micro Area",,,"Danville, VA",5119260
19300,"Daphne-Fairhope-Foley, AL Metro Area",,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL",0119300
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",,"Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL",1719340
19380,"Dayton, OH Metro Area","Dayton, OH metro area","Dayton, OH","Dayton, OH",3919380
19420,"Dayton, TN Micro Area",,,"Dayton, TN",4719420
19460,"Decatur, AL Metro Area","Decatur, AL metro area",,"Decatur, AL",0119460
19500,"Decatur, IL Metro Area",,,"Decatur, IL",1719500
19540,"Decatur, IN Micro Area",,,"Decatur, IN",1819540
19580,"Defiance, OH Micro Area",,,"Defiance, OH",3919580
19620,"Del Rio, TX Micro Area",,,"Del Rio, TX",4819620
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area","Deltona, FL metro area","Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL",1219660
19700,"Deming, NM Micro Area",,,"Deming, NM",3519700
19740,"Denver-Aurora-Lakewood, CO Metro Area","Denver, CO metro area","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO",0819740
19760,"DeRidder, LA Micro Area",,,"DeRidder, LA",2219760
